POL_ID,POL_Number,Timestamp,Success,Receive_Status,Pay_Invoice_Status,Verify_Status,POL_Closed,Errors
POL-5998,POL-5998,2025-10-28T13:42:54.804923,Yes,success,success,success,Yes,
